Nombre_Jugador,Posición,Equipo,Edad,Minutos_Jugados,Puntos_Totales,Tiros_Campo_Encestados,Tiros_Campo_Intentados,Triples_Encestados,Triples_Intentados,Porcentaje_Triples,Tiros_Libres_Encestados,Tiros_Libres_Intentados,Rebotes_Ofensivos,Rebotes_Defensivos,Rebotes_Totales,Asistencias,Pérdidas,Robos,Bloqueos,Faltas_Personales,Doble_Dobles,Triple_Dobles,Año
Robert Horry,SF,TOT,26,79.0,23.9,8.9,20.3,2.8000000000000003,8.8,,3.4000000000000004,5.1,3.9,9.7,13.5,6.2,3.9,3.8,3.1,8.6,3,3,1997
Robert Horry,PF,LAL,27,30.4,7.4,2.8,5.8,0.3,1.3,,1.6,2.3,2.6,4.9,7.5,2.3,1.4,1.6,1.3,3.3,1,1,1998
Robert Horry,PF,LAL,28,19.6,4.9,1.8,3.8,0.5,1.2,,0.9,1.2,1.5,2.5,4.0,1.5,1.3,0.9,1.0,2.7,1,1,1999
Robert Horry,PF,LAL,29,22.2,5.7,2.1,4.8,0.4,1.2,,1.2,1.5,1.8,3.0,4.8,1.6,1.0,1.1,1.1,2.5,1,1,2000
Robert Horry,PF,LAL,30,20.1,5.2,1.9,4.8,0.7,2.0,,0.7,1.1,1.2,2.6,3.7,1.6,1.0,0.7,0.7,2.7,1,1,2001
Robert Horry,PF,LAL,31,26.4,6.8,2.3,5.7,0.9,2.5,,1.3,1.7,1.6,4.3,5.9,2.9,1.1,1.0,1.1,2.6,1,1,2002
Robert Horry,PF,LAL,32,29.3,6.5,2.3,6.0,0.6,2.2,,1.3,1.7,2.3,4.2,6.4,2.9,1.4,1.2,0.8,3.1,1,1,2003
Robert Horry,PF,SAS,33,15.9,4.8,1.7,4.3,0.5,1.3,,0.9,1.3,1.3,2.0,3.4,1.2,0.7,0.6,0.6,2.0,1,1,2004
Robert Horry,PF,SAS,34,18.6,6.0,2.1,5.0,0.7,1.8,,1.1,1.5,1.2,2.4,3.6,1.1,0.9,0.9,0.8,1.8,1,1,2005
Robert Horry,PF,SAS,35,18.8,5.1,1.8,4.6,0.8,2.3,,0.7,1.1,1.1,2.7,3.8,1.3,0.7,0.7,0.8,1.8,1,1,2006
Robert Horry,PF,SAS,36,16.5,3.9,1.3,3.7,0.7,2.2,,0.6,0.9,1.1,2.3,3.4,1.1,0.6,0.7,0.6,1.5,1,1,2007
Robert Horry,PF,SAS,37,13.0,2.5,0.8,2.6,0.4,1.6,,0.4,0.6,0.8,1.6,2.4,1.0,0.5,0.5,0.4,1.2,1,1,2008
Robert Pack,PG,POR,22,12.4,4.6,1.6,3.8,0.0,0.1,,1.4,1.8,0.4,0.9,1.3,1.9,1.3,0.6,0.1,1.4,1,1,1992
Robert Pack,PG,DEN,23,20.5,10.5,3.7,7.9,0.0,0.1,,3.1,4.0,0.7,1.4,2.1,4.4,2.4,1.1,0.1,2.4,1,1,1993
Robert Pack,PG,DEN,24,20.9,9.6,3.4,7.6,0.1,0.4,,2.7,3.6,0.4,1.5,1.9,5.4,3.1,1.2,0.1,2.2,1,1,1994
Robert Pack,PG,DEN,25,27.2,12.1,4.0,9.4,0.7,1.7,,3.3,4.2,0.5,2.2,2.7,6.9,3.2,1.5,0.1,2.4,1,1,1995
Robert Pack,PG,WSB,26,35.0,18.1,6.1,14.3,0.8,3.2,,5.0,5.9,0.9,3.3,4.3,7.8,3.7,2.0,0.0,2.2,1,1,1996
Robert Pack,PG,TOT,27,97.8,41.7,14.7,37.7,1.7,6.2,,10.6,13.2,1.6,6.7,8.2,24.4,11.8,5.2,0.4,7.8,3,3,1997
Robert Pack,PG,DAL,28,24.3,7.8,2.8,8.2,0.3,0.5,,2.1,3.0,0.7,2.2,2.8,3.5,3.2,1.7,0.1,1.4,1,1,1998
Robert Pack,PG,DAL,29,18.7,8.9,3.0,7.0,0.0,0.2,,2.9,3.5,0.4,1.1,1.4,3.2,2.0,0.8,0.0,1.6,1,1,1999
Robert Pack,PG,DAL,30,22.9,8.9,3.3,7.9,0.1,0.4,,2.2,2.7,0.2,1.2,1.4,5.8,2.6,1.1,0.1,1.5,1,1,2000
Robert Pack,PG,DEN,31,17.0,6.5,2.4,5.8,0.2,0.4,,1.4,1.9,0.4,1.4,1.9,4.0,1.8,0.9,0.0,1.5,1,1,2001
Robert Pack,PG,MIN,32,15.8,3.9,1.6,4.3,0.1,0.3,,0.7,0.9,0.4,1.0,1.4,3.1,1.3,0.8,0.0,2.0,1,1,2002
Robert Pack,PG,NOH,33,15.7,5.2,1.9,4.6,0.0,0.2,,1.5,2.0,0.4,1.4,1.8,2.9,1.4,0.9,0.0,1.3,1,1,2003
Robert Pack,PG,NJN,34,8.5,1.9,0.8,2.0,0.0,0.0,,0.2,0.2,0.2,0.5,0.7,1.0,0.6,0.5,0.0,0.8,1,1,2004
Robert Parish*,C,BOS,37,30.1,14.9,6.0,10.0,0.0,0.0,,2.9,3.8,3.3,7.2,10.6,0.8,1.9,0.8,1.3,2.4,1,1,1991
Robert Parish*,C,BOS,38,28.9,14.1,5.9,11.1,0.0,0.0,,2.3,2.9,2.8,6.2,8.9,0.9,1.7,0.9,1.2,2.2,1,1,1992
Robert Parish*,C,BOS,39,27.2,12.6,5.3,9.8,0.0,0.0,,2.1,3.0,3.1,6.3,9.4,0.8,1.5,0.7,1.4,2.5,1,1,1993
Robert Parish*,C,BOS,40,26.9,11.7,4.8,9.8,0.0,0.0,,2.1,2.8,1.9,5.4,7.3,1.1,1.5,0.6,1.3,2.6,1,1,1994
Robert Parish*,C,CHH,41,16.7,4.8,2.0,4.6,0.0,0.0,,0.9,1.2,1.1,3.2,4.3,0.5,0.8,0.3,0.4,1.6,1,1,1995
Robert Parish*,C,CHH,42,14.7,3.9,1.6,3.3,0.0,0.0,,0.7,1.0,1.2,2.9,4.1,0.4,0.7,0.3,0.7,1.1,1,1,1996
Robert Parish*,C,CHI,43,9.4,3.7,1.6,3.3,0.0,0.0,,0.5,0.7,1.0,1.1,2.1,0.5,0.7,0.1,0.4,0.9,1,1,1997
Robert Reid,SF,PHI,35,12.3,1.3,0.7,4.7,0.0,0.0,,0.0,0.0,0.7,2.3,3.0,1.3,1.0,0.3,1.0,1.0,0,0,1991
Robert Sacre,C,LAL,23,6.3,1.3,0.6,1.5,0.0,0.0,,0.2,0.3,0.3,0.8,1.1,0.2,0.3,0.0,0.3,1.2,1,0,2013
Robert Sacre,C,LAL,24,16.8,5.4,2.2,4.6,0.0,0.0,,1.0,1.4,1.3,2.6,3.9,0.8,0.7,0.4,0.7,2.1,1,1,2014
Robert Sacre,C,LAL,25,16.9,4.6,1.9,4.6,0.0,0.0,,0.8,1.2,1.3,2.1,3.5,0.8,0.5,0.4,0.6,1.8,1,1,2015
Robert Sacre,C,LAL,26,12.8,3.5,1.2,3.0,0.0,0.0,,1.0,1.5,1.3,1.6,2.9,0.6,0.5,0.2,0.4,1.7,1,1,2016
Robert Swift,C,SEA,19,4.5,0.9,0.3,0.7,0.0,0.0,,0.3,0.6,0.1,0.3,0.3,0.1,0.3,0.1,0.4,1.0,0,0,2005
Robert Swift,C,SEA,20,21.0,6.4,2.6,5.1,0.0,0.0,,1.1,1.9,2.0,3.6,5.6,0.2,1.0,0.3,1.2,3.0,1,1,2006
Robert Swift,C,SEA,22,12.3,1.8,0.8,2.1,0.0,0.0,,0.3,0.3,0.8,1.5,2.3,0.1,1.3,0.6,0.8,2.0,1,0,2008
Robert Swift,C,OKC,23,13.2,3.3,1.4,2.7,0.0,0.0,,0.5,0.6,0.8,2.6,3.4,0.3,0.3,0.2,0.7,1.9,1,1,2009
Robert Traylor,C,MIL,21,16.0,5.3,2.2,4.1,0.0,0.0,,0.9,1.6,1.6,2.1,3.7,0.8,0.9,0.9,0.9,2.9,1,1,1999
Robert Traylor,PF,MIL,22,10.2,3.6,1.3,2.8,0.0,0.1,,0.9,1.5,1.1,1.5,2.6,0.5,0.6,0.6,0.6,1.8,1,1,2000
Robert Traylor,C,CLE,23,17.3,5.7,2.3,4.6,0.0,0.0,,1.1,2.0,1.8,2.5,4.3,0.9,1.4,0.7,1.1,2.9,1,1,2001
Robert Traylor,PF,CHH,24,11.1,3.7,1.4,3.3,0.0,0.0,,0.9,1.4,1.1,2.0,3.1,0.6,0.7,0.4,0.6,2.1,1,1,2002
Robert Traylor,C,NOH,25,12.3,3.9,1.5,3.4,0.0,0.0,,0.8,1.3,1.6,2.2,3.8,0.7,0.8,0.7,0.5,2.2,1,1,2003
Robert Traylor,C,NOH,26,13.3,5.1,2.0,4.0,0.0,0.1,,1.0,1.8,1.5,2.2,3.7,0.6,0.9,0.5,0.5,2.3,1,1,2004
Robert Traylor,C,CLE,27,17.9,5.5,2.4,5.4,0.0,0.1,,0.7,1.4,1.8,2.6,4.5,0.8,1.0,0.7,0.7,2.9,1,1,2005
Robert Werdann,C,DEN,22,5.3,1.9,0.6,2.1,0.0,0.0,,0.6,1.1,0.8,1.0,1.9,0.3,0.4,0.2,0.1,1.4,1,0,1993
Robert Werdann,C,NJN,25,7.2,3.0,1.2,2.5,0.0,0.0,,0.5,1.0,0.4,1.4,1.8,0.2,0.5,0.4,0.2,1.3,1,0,1996
Robert Werdann,C,NJN,26,5.2,1.5,0.5,1.2,0.0,0.0,,0.5,0.5,0.5,0.5,1.0,0.0,0.3,0.3,0.2,1.7,0,0,1997
Robert Whaley,C,UTA,23,9.2,2.1,1.0,2.5,0.0,0.0,,0.1,0.3,0.7,1.2,1.9,0.7,0.6,0.3,0.3,1.8,1,1,2006
Robert Williams,C,BOS,21,8.8,2.5,1.1,1.6,0.0,0.0,,0.3,0.5,0.8,1.7,2.5,0.2,0.3,0.3,1.3,1.1,1,1,2019
Robert Williams,C,BOS,22,13.4,5.2,2.2,3.0,0.0,0.0,,0.8,1.2,1.4,3.0,4.4,0.9,0.7,0.8,1.2,1.8,1,1,2020
Robert Williams,C,BOS,23,18.9,8.0,3.6,5.0,0.0,0.0,,0.9,1.4,2.6,4.3,6.9,1.8,1.0,0.8,1.8,2.0,1,1,2021
Robert Woodard II,SF,SAC,21,3.5,1.5,0.6,1.5,0.1,0.5,,0.2,0.6,0.3,0.9,1.2,0.2,0.1,0.0,0.2,0.3,1,0,2021
Robin Lopez,C,PHO,20,10.2,3.2,1.2,2.3,0.0,0.0,,0.8,1.1,0.9,1.1,2.0,0.1,0.5,0.2,0.7,1.6,1,1,2009
Robin Lopez,C,PHO,21,19.3,8.4,3.4,5.7,0.0,0.0,,1.7,2.5,2.0,2.8,4.9,0.1,0.8,0.2,1.0,2.3,1,1,2010
Robin Lopez,C,PHO,22,14.8,6.4,2.7,5.3,0.0,0.0,,1.1,1.5,1.2,2.0,3.2,0.1,0.7,0.3,0.7,2.1,1,1,2011
Robin Lopez,C,PHO,23,14.0,5.4,1.9,4.2,0.0,0.0,,1.6,2.2,1.4,1.9,3.3,0.3,0.7,0.3,0.9,2.0,1,1,2012
Robin Lopez,C,NOH,24,26.0,11.3,4.7,8.8,0.0,0.0,,2.0,2.5,2.8,2.9,5.6,0.8,1.3,0.4,1.6,2.0,1,1,2013
Robin Lopez,C,POR,25,31.7,11.1,4.3,7.9,0.0,0.0,,2.4,3.0,4.0,4.6,8.5,0.9,1.0,0.3,1.7,2.4,1,1,2014
Robin Lopez,C,POR,26,27.8,9.6,4.0,7.4,0.0,0.0,,1.7,2.2,3.2,3.5,6.7,0.9,1.2,0.3,1.4,2.1,1,1,2015
Robin Lopez,C,NYK,27,27.1,10.3,4.4,8.1,0.0,0.0,,1.6,2.0,3.3,4.1,7.3,1.4,1.6,0.2,1.6,2.2,1,1,2016
Robin Lopez,C,CHI,28,28.0,10.4,4.7,9.6,0.0,0.0,,0.9,1.3,3.0,3.4,6.4,1.0,1.1,0.2,1.4,1.9,1,1,2017
Robin Lopez,C,CHI,29,26.4,11.8,5.3,10.1,0.1,0.2,,1.1,1.4,2.1,2.4,4.5,1.9,1.7,0.2,0.8,1.7,1,1,2018
Robin Lopez,C,CHI,30,21.7,9.5,4.1,7.2,0.1,0.4,,1.2,1.7,1.9,2.0,3.9,1.2,1.3,0.1,1.1,1.7,1,1,2019
Robin Lopez,C,MIL,31,14.5,5.4,2.2,4.5,0.5,1.6,,0.4,0.8,0.8,1.6,2.4,0.7,1.0,0.2,0.7,1.5,1,1,2020
Robin Lopez,C,WAS,32,19.1,9.0,3.8,6.0,0.1,0.3,,1.4,1.9,2.0,1.8,3.8,0.8,1.1,0.2,0.6,1.5,1,1,2021
Rod Higgins,SF,GSW,31,24.7,9.5,3.2,6.8,0.9,2.7,,2.3,2.8,1.3,3.0,4.3,1.4,0.8,0.6,0.5,2.4,1,1,1991
Rod Higgins,SF,GSW,32,21.4,10.2,3.5,8.4,1.3,3.8,,1.9,2.4,1.2,2.2,3.4,0.9,0.6,0.6,0.5,3.0,1,1,1992
Rod Higgins,SF,SAC,33,20.7,8.3,2.9,7.0,0.6,1.9,,1.9,2.2,1.0,1.8,2.8,1.7,0.9,0.7,0.4,2.0,1,1,1993
Rod Higgins,SF,CLE,34,15.2,5.4,2.0,4.5,0.6,1.4,,0.9,1.2,0.7,1.6,2.3,1.0,0.6,0.7,0.4,1.5,1,1,1994
Rod Higgins,SF,GSW,35,9.2,2.0,0.6,2.4,0.2,1.2,,0.6,0.8,0.8,0.6,1.4,0.6,0.2,0.2,0.2,1.4,0,0,1995
Rod Strickland,PG,SAS,24,35.8,13.8,5.4,11.2,0.2,0.6,,2.8,3.6,1.0,2.8,3.8,8.0,2.7,2.0,0.2,2.2,1,1,1991
Rod Strickland,PG,SAS,25,36.0,13.8,5.3,11.6,0.1,0.3,,3.2,4.6,1.6,3.0,4.6,8.6,2.8,2.1,0.3,2.1,1,1,1992
Rod Strickland,SG,POR,26,31.7,13.7,5.1,10.5,0.1,0.4,,3.5,4.9,1.5,2.8,4.3,7.2,2.6,1.7,0.3,2.0,1,1,1993
Rod Strickland,PG,POR,27,35.2,17.2,6.4,13.3,0.0,0.1,,4.3,5.7,1.5,3.0,4.5,9.0,3.1,1.8,0.3,2.1,1,1,1994
Rod Strickland,PG,POR,28,35.4,18.9,6.9,14.8,0.7,1.9,,4.4,5.9,1.1,3.8,5.0,8.8,3.3,1.9,0.1,1.8,1,1,1995
Rod Strickland,PG,POR,29,37.7,18.7,7.0,15.3,0.6,1.7,,4.1,6.3,1.3,3.1,4.4,9.6,3.8,1.4,0.2,2.0,1,1,1996
Rod Strickland,PG,WSB,30,36.5,17.2,6.3,13.5,0.2,0.9,,4.5,6.1,1.2,2.9,4.1,8.9,3.3,1.7,0.2,2.0,1,1,1997
Rod Strickland,PG,WAS,31,39.7,17.8,6.4,14.9,0.2,0.6,,4.7,6.5,1.5,3.9,5.3,10.5,3.5,1.7,0.3,2.4,1,1,1998
Rod Strickland,PG,WAS,32,37.1,15.7,5.7,13.7,0.3,1.0,,4.0,5.4,1.3,3.5,4.8,9.9,3.2,1.7,0.1,2.1,1,1,1999
Rod Strickland,PG,WAS,33,31.7,12.6,4.7,11.0,0.0,0.3,,3.1,4.4,1.1,2.7,3.8,7.5,2.7,1.4,0.3,2.1,1,1,2000
Rod Strickland,PG,TOT,34,73.0,26.0,9.7,22.6,0.2,0.8,,6.6,8.9,2.0,5.4,7.5,16.0,5.6,2.8,0.2,4.1,3,3,2001
Rod Strickland,PG,MIA,35,30.2,10.4,4.2,9.4,0.1,0.3,,2.0,2.6,0.6,2.4,3.1,6.1,2.1,1.1,0.1,1.5,1,1,2002
Rod Strickland,PG,MIN,36,20.3,6.8,2.6,5.9,0.0,0.2,,1.7,2.3,0.4,1.6,2.0,4.6,1.6,1.0,0.1,1.2,1,1,2003
Rod Strickland,PG,TOT,37,58.3,17.8,7.1,17.2,0.4,1.5,,3.4,4.8,1.7999999999999998,5.8,7.6,11.9,4.1,1.7,0.7,3.6,3,3,2004
Rod Strickland,PG,HOU,38,12.3,1.8,0.6,2.7,0.1,0.1,,0.6,0.6,0.2,1.5,1.7,2.4,1.0,0.2,0.1,0.9,1,1,2005
Rodions Kurucs,SF,BRK,20,20.5,8.5,3.2,7.1,0.9,2.9,,1.1,1.5,0.9,3.0,3.9,0.8,1.2,0.7,0.4,2.3,1,1,2019
Rodions Kurucs,PF,BRK,21,14.6,4.6,1.7,3.8,0.7,1.9,,0.5,0.8,0.5,2.4,2.9,1.1,1.0,0.5,0.1,1.9,1,1,2020
Rodions Kurucs,SF-PF,TOT,22,22.8,6.3,2.2,5.6,1.3,3.6,,0.6000000000000001,0.8,1.0,3.5,4.5,2.1,2.2,1.5,0.6000000000000001,3.2,2,1,2021
Rodney Buford,SG,MIA,22,11.4,4.3,1.8,4.4,0.2,0.9,,0.5,0.6,0.3,1.1,1.4,0.6,0.3,0.3,0.2,1.3,1,1,2000
Rodney Buford,SF,PHI,23,12.2,5.3,2.2,5.1,0.3,0.8,,0.5,0.6,0.3,1.2,1.6,0.4,0.6,0.4,0.1,1.4,1,1,2001
Rodney Buford,SG,MEM,24,28.1,9.4,4.1,9.4,0.3,1.1,,0.9,1.3,0.8,3.5,4.3,1.1,1.0,0.7,0.2,1.7,1,1,2002
Rodney Buford,SF,SAC,26,6.4,1.9,0.9,2.5,0.0,0.1,,0.1,0.3,0.3,0.4,0.7,0.3,0.2,0.3,0.0,0.4,1,0,2004
Rodney Buford,SF,NJN,27,20.5,7.0,2.9,7.6,0.5,1.7,,0.6,0.7,0.5,2.4,3.0,1.0,0.5,0.6,0.1,1.6,1,1,2005
Rodney Carney,SF,PHI,22,17.4,6.6,2.7,5.9,0.4,1.1,,0.8,1.3,0.6,1.3,1.9,0.4,0.6,0.6,0.3,1.8,1,1,2007
Rodney Carney,SF,PHI,23,14.8,5.8,2.3,5.6,0.5,1.7,,0.8,1.2,0.7,1.4,2.1,0.5,0.5,0.6,0.3,1.4,1,1,2008
Rodney Carney,SG,MIN,24,17.9,7.2,2.6,6.3,1.2,3.4,,0.7,1.0,0.5,1.3,1.9,0.4,0.6,0.7,0.4,1.4,1,1,2009
Rodney Carney,SG,PHI,25,12.6,4.7,1.7,4.1,0.6,2.0,,0.8,0.9,0.4,1.6,2.0,0.5,0.3,0.4,0.3,1.2,1,1,2010
Rodney Carney,SF,TOT,26,28.1,10.7,4.0,9.9,1.2999999999999998,3.4,,1.4,2.1,1.5,2.7,4.2,0.8,1.2,1.3,0.4,2.5,2,2,2011
Rodney Hood,SG,UTA,22,21.3,8.7,3.1,7.5,1.2,3.4,,1.2,1.6,0.2,2.2,2.3,1.7,0.9,0.6,0.2,2.4,1,1,2015
Rodney Hood,SG,UTA,23,32.2,14.5,5.2,12.3,2.0,5.7,,2.2,2.5,0.5,2.9,3.4,2.7,1.6,0.9,0.2,2.6,1,1,2016
Rodney Hood,SG,UTA,24,27.0,12.7,4.6,11.3,1.9,5.2,,1.5,1.9,0.3,3.2,3.4,1.6,1.1,0.6,0.2,2.2,1,1,2017
Rodney Hood,SG,TOT,25,80.0,42.3,15.6,36.2,5.9,15.7,,5.3,6.2,1.2000000000000002,7.1,8.2,4.7,3.1,2.3,0.6000000000000001,5.4,3,3,2018
Rodney Hood,SG,TOT,26,78.1,33.0,12.0,27.4,3.5,9.8,,5.4,6.2,1.0,5.3,6.4,5.1,2.3,2.4000000000000004,0.6,5.9,3,3,2019
Rodney Hood,SF,POR,27,29.5,11.0,4.1,8.2,1.7,3.4,,1.0,1.3,0.5,3.0,3.4,1.5,0.9,0.8,0.2,2.2,1,1,2020
Rodney Hood,SF,TOT,28,48.900000000000006,13.1,4.8,13.5,1.7999999999999998,6.0,,1.5,1.7,1.2,4.4,5.6,2.6,1.8,1.1,0.4,3.8,3,2,2021
Rodney McCray,PF,DAL,29,34.6,11.4,4.5,9.2,0.2,0.5,,2.1,2.7,2.1,5.5,7.6,3.5,1.7,0.9,0.7,2.7,1,1,1991
Rodney McCray,SF,DAL,30,28.1,9.0,3.6,8.3,0.3,1.1,,1.5,2.0,2.0,4.3,6.2,2.9,1.5,0.6,0.4,2.4,1,1,1992
Rodney McCray,SF,CHI,31,15.9,3.5,1.4,3.2,0.0,0.1,,0.6,0.8,0.8,1.6,2.5,1.3,0.8,0.2,0.2,1.5,1,1,1993
Rodney McGruder,SG,MIA,25,25.2,6.4,2.4,5.9,0.9,2.8,,0.6,0.9,1.2,2.1,3.3,1.6,0.7,0.6,0.2,1.8,1,1,2017
Rodney McGruder,SG,MIA,26,16.6,5.1,2.0,4.1,0.8,1.9,,0.2,0.4,0.6,1.2,1.8,0.9,0.2,0.4,0.2,1.2,1,1,2018
Rodney McGruder,SG,MIA,27,23.5,7.6,2.8,7.0,1.2,3.4,,0.8,1.1,0.9,2.7,3.6,1.7,1.0,0.5,0.2,1.7,1,1,2019
Rodney McGruder,SG,LAC,28,15.6,3.3,1.3,3.2,0.4,1.6,,0.3,0.6,0.5,2.2,2.7,0.6,0.4,0.5,0.1,1.3,1,1,2020
Rodney McGruder,SG,DET,29,12.1,5.7,2.3,4.4,0.7,1.5,,0.4,0.5,0.5,0.9,1.4,1.0,0.4,0.5,0.1,0.8,1,1,2021
Rodney Monroe,SG,ATL,23,8.2,3.4,1.4,3.8,0.2,0.7,,0.5,0.6,0.3,0.6,0.9,0.7,0.6,0.3,0.1,0.5,1,1,1992
Rodney Purvis,SG,ORL,23,18.1,6.0,2.2,6.7,0.8,3.3,,0.8,0.9,0.1,1.6,1.7,1.1,0.6,0.2,0.2,1.6,1,1,2018
Rodney Rogers,SF,DEN,22,17.8,8.1,3.0,6.9,0.4,1.2,,1.6,2.4,1.1,1.7,2.9,1.3,1.7,0.8,0.6,2.5,1,1,1994
Rodney Rogers,PF,DEN,23,26.8,12.2,4.7,9.6,0.6,1.9,,2.2,3.4,1.7,3.2,4.8,2.0,2.2,1.2,0.6,3.5,1,1,1995
Rodney Rogers,SF,LAC,24,29.1,11.6,4.6,9.6,0.7,2.3,,1.7,2.7,1.7,2.6,4.3,2.5,2.1,1.1,0.5,3.2,1,1,1996
Rodney Rogers,SF,LAC,25,30.6,13.2,5.0,10.9,0.8,2.2,,2.4,3.6,1.7,3.4,5.1,2.7,2.7,1.1,0.8,3.4,1,1,1997
Rodney Rogers,SF,LAC,26,32.9,15.1,5.6,12.3,0.9,2.8,,3.0,4.3,2.0,3.5,5.6,2.7,2.5,1.2,0.5,3.2,1,1,1998
Rodney Rogers,SF,LAC,27,20.6,7.4,2.8,6.3,0.4,1.3,,1.4,2.1,1.4,2.4,3.8,1.6,1.4,1.0,0.5,3.0,1,1,1999
Rodney Rogers,PF,PHO,28,27.9,13.8,5.2,10.7,1.4,3.2,,1.9,3.0,1.7,3.8,5.5,2.1,2.0,1.1,0.6,3.5,1,1,2000
Rodney Rogers,SF,PHO,29,26.6,12.2,4.6,10.7,0.7,2.3,,2.3,3.0,1.1,3.2,4.4,2.2,1.9,1.2,0.6,3.3,1,1,2001
Rodney Rogers,SF,TOT,30,72.7,35.2,13.6,28.7,3.5,9.4,,4.4,5.8,4.9,8.4,13.3,4.4,4.3,2.5,1.1,8.8,3,3,2002
Rodney Rogers,PF,NJN,31,19.2,7.0,2.7,6.7,0.6,1.9,,1.0,1.3,0.9,3.0,3.9,1.6,1.3,0.7,0.5,2.8,1,1,2003
Rodney Rogers,PF,NJN,32,20.4,7.8,3.0,7.3,0.7,2.2,,1.1,1.4,1.4,3.0,4.4,2.0,1.4,0.9,0.4,2.7,1,1,2004
Rodney Rogers,SF-PF,TOT,33,70.3,22.9,8.9,23.2,2.4000000000000004,8.7,,2.7,3.6,3.2,9.5,12.6,4.4,4.4,2.1,1.0,8.9,3,3,2005
Rodney Stuckey,PG,DET,21,19.0,7.6,2.7,6.7,0.1,0.3,,2.2,2.7,0.6,1.7,2.3,2.8,1.4,0.9,0.1,2.0,1,1,2008
Rodney Stuckey,PG,DET,22,31.9,13.4,5.1,11.6,0.3,1.0,,2.9,3.7,0.9,2.6,3.5,4.9,2.2,1.0,0.1,2.7,1,1,2009
Rodney Stuckey,PG,DET,23,34.2,16.6,6.2,15.2,0.2,1.1,,4.1,4.9,0.9,2.9,3.8,4.8,2.2,1.4,0.2,2.8,1,1,2010
Rodney Stuckey,PG,DET,24,31.2,15.5,5.2,11.8,0.4,1.3,,4.7,5.4,1.0,2.1,3.1,5.2,2.2,1.1,0.1,2.5,1,1,2011
Rodney Stuckey,SG,DET,25,29.9,14.8,4.7,10.9,0.6,1.9,,4.9,5.8,0.7,1.9,2.6,3.8,1.9,0.8,0.2,2.3,1,1,2012
Rodney Stuckey,SG,DET,26,28.6,11.5,4.0,9.8,0.7,2.4,,2.8,3.6,0.6,2.2,2.8,3.6,1.8,0.7,0.2,1.7,1,1,2013
Rodney Stuckey,SG,DET,27,26.7,13.9,5.1,11.7,0.3,1.2,,3.3,4.0,0.5,1.8,2.3,2.1,1.7,0.7,0.1,1.8,1,1,2014
Rodney Stuckey,PG,IND,28,26.4,12.6,4.7,10.6,0.8,2.0,,2.5,3.0,0.5,3.0,3.5,3.1,1.7,0.8,0.1,1.8,1,1,2015
Rodney Stuckey,PG,IND,29,22.0,8.9,3.2,7.6,0.3,1.4,,2.3,2.7,0.3,2.4,2.7,2.4,1.3,0.7,0.1,1.3,1,1,2016
Rodney Stuckey,PG,IND,30,17.8,7.2,2.3,6.3,0.5,1.5,,2.1,2.7,0.2,2.0,2.2,2.2,1.4,0.4,0.0,1.1,1,1,2017
Rodney White,SF,DET,21,8.1,3.5,1.3,3.8,0.1,0.6,,0.8,0.9,0.1,1.0,1.1,0.8,0.9,0.6,0.1,0.4,1,1,2002
Rodney White,SG,DEN,22,21.7,9.0,3.6,8.9,0.4,1.9,,1.4,1.7,0.6,2.4,3.0,1.7,2.2,0.6,0.4,1.9,1,1,2003
Rodney White,SF,DEN,23,13.7,7.5,3.0,6.5,0.5,1.2,,1.1,1.4,0.6,1.7,2.3,0.8,1.1,0.4,0.3,1.5,1,1,2004
Rodney White,SF,TOT,24,33.4,14.3,5.8,14.3,1.2,3.0,,1.4,2.2,1.2,3.1,4.2,2.2,1.7999999999999998,1.4,0.5,3.1,3,2,2005
Rodrick Rhodes,SF,HOU,24,18.4,5.8,1.9,5.3,0.0,0.1,,1.9,3.1,0.5,0.7,1.2,1.9,1.7,1.1,0.2,2.2,1,1,1998
Rodrick Rhodes,SG-SF,TOT,25,35.3,9.7,2.8,11.1,0.2,1.2,,4.0,5.8,2.1,1.9,3.9,2.1,4.7,1.1,0.4,4.9,2,2,1999
Rodrick Rhodes,SF,DAL,26,8.0,0.0,0.0,3.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0,0,2000
Rodrigue Beaubois,PG,DAL,21,12.5,7.1,2.8,5.3,0.8,2.0,,0.8,0.9,0.2,1.2,1.4,1.3,1.0,0.5,0.2,1.5,1,1,2010
Rodrigue Beaubois,PG,DAL,22,17.7,8.4,3.4,8.0,0.9,3.0,,0.8,1.1,0.3,1.6,1.9,2.3,1.7,0.7,0.3,2.7,1,1,2011
Rodrigue Beaubois,PG,DAL,23,21.7,8.9,3.5,8.4,0.7,2.5,,1.1,1.3,0.4,2.5,2.8,2.9,1.3,1.1,0.5,1.8,1,1,2012
Rodrigue Beaubois,PG,DAL,24,12.2,4.0,1.4,3.9,0.5,1.6,,0.7,0.8,0.2,1.1,1.3,1.9,0.7,0.4,0.1,1.2,1,1,2013
Roger Mason,SF,CHI,22,6.6,1.8,0.6,1.8,0.4,1.1,,0.1,0.1,0.1,0.6,0.7,0.7,0.3,0.2,0.0,1.2,1,1,2003
Roger Mason,SG,TOT,23,39.3,8.7,2.8,11.3,1.3,4.9,,1.5,1.8,0.0,3.4,3.4,3.0,2.3,1.1,0.5,4.4,2,2,2004
